"filename", "language", "JSON", "JavaScript", "HTML", "CSS", "Environment Variables", "Shell Script", "Ignore", "XML", "SQL", "Prisma", "Docker", "YAML", "JavaScript React", "comment", "blank", "total"
"d:\horizon\admin\v2\components\metrics\WebsiteChart.module.css", "CSS", 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 50
"d:\horizon\admin\v2\components\metrics\WebsiteHeader.js", "JavaScript", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 49
"d:\horizon\admin\v2\components\metrics\WebsiteHeader.module.css", "CSS", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"d:\horizon\admin\v2\components\pages\CSections.js", "JavaScript", 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 122
"d:\horizon\admin\v2\components\pages\CSections.module.css", "CSS", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"d:\horizon\admin\v2\components\pages\ContentPage.js", "JavaScript", 0, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 186
"d:\horizon\admin\v2\components\pages\RealtimeDashboard.js", "JavaScript", 0, 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 159
"d:\horizon\admin\v2\components\pages\RealtimeDashboard.module.css", "CSS", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"d:\horizon\admin\v2\components\pages\SeoPage.js", "JavaScript", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 31
"d:\horizon\admin\v2\components\pages\Settings.js", "JavaScript", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 47
"d:\horizon\admin\v2\components\pages\TestConsole.js", "JavaScript", 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 100
"d:\horizon\admin\v2\components\pages\TestConsole.module.css", "CSS", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"d:\horizon\admin\v2\components\pages\WebsiteDetails.js", "JavaScript", 0, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 183
"d:\horizon\admin\v2\components\pages\WebsiteDetails.module.css", "CSS", 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 36
"d:\horizon\admin\v2\components\pages\WebsiteList.js", "JavaScript", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 59
"d:\horizon\admin\v2\components\pages\WebsiteList.module.css", "CSS", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19
"d:\horizon\admin\v2\components\settings\AccountSettings.js", "JavaScript", 0, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 133
"d:\horizon\admin\v2\components\settings\AccountSettings.module.css", "CSS", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"d:\horizon\admin\v2\components\settings\DateRangeSetting.js", "JavaScript", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 29
"d:\horizon\admin\v2\components\settings\DateRangeSetting.module.css", "CSS", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\horizon\admin\v2\components\settings\LanguageButton.js", "JavaScript", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 45
"d:\horizon\admin\v2\components\settings\LanguageButton.module.css", "CSS", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26
"d:\horizon\admin\v2\components\settings\ProfileSettings.js", "JavaScript", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 73
"d:\horizon\admin\v2\components\settings\ProfileSettings.module.css", "CSS", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\horizon\admin\v2\components\settings\ThemeButton.js", "JavaScript", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 44
"d:\horizon\admin\v2\components\settings\ThemeButton.module.css", "CSS", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"d:\horizon\admin\v2\components\settings\TimezoneSetting.js", "JavaScript", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 32
"d:\horizon\admin\v2\components\settings\TimezoneSetting.module.css", "CSS", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"d:\horizon\admin\v2\components\settings\UserButton.js", "JavaScript", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 48
"d:\horizon\admin\v2\components\settings\UserButton.module.css", "CSS", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"d:\horizon\admin\v2\components\settings\WebsiteSettings.js", "JavaScript", 0, 178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 190
"d:\horizon\admin\v2\components\settings\WebsiteSettings.module.css", "CSS", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"d:\horizon\admin\v2\config\firebase.config.js", "JavaScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 27
"d:\horizon\admin\v2\data\sections.js", "JavaScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"d:\horizon\admin\v2\data\sections\hero.js", "JavaScript", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 51
"d:\horizon\admin\v2\data\sections\ld1.js", "JavaScript", 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 75
"d:\horizon\admin\v2\data\sections\ld2.js", "JavaScript", 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 97
"d:\horizon\admin\v2\data\sections\ld3.js", "JavaScript", 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 80
"d:\horizon\admin\v2\data\sections\li1.js", "JavaScript", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 42
"d:\horizon\admin\v2\data\sections\li2.js", "JavaScript", 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 71
"d:\horizon\admin\v2\data\sections\li3.js", "JavaScript", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 48
"d:\horizon\admin\v2\data\sections\pi.js", "JavaScript", 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 69
"d:\horizon\admin\v2\data\sections\sectionsId.js", "JavaScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"d:\horizon\admin\v2\data\sections\ss.js", "JavaScript", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 30
"d:\horizon\admin\v2\data\sections\ti.js", "JavaScript", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 60
"d:\horizon\admin\v2\data\sections\wv.js", "JavaScript", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 33
"d:\horizon\admin\v2\data\seo.js", "JavaScript", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"d:\horizon\admin\v2\data\seo\landing.js", "JavaScript", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 60
"d:\horizon\admin\v2\data\seo\pagesId.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\horizon\admin\v2\docker-compose.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 1, 27
"d:\horizon\admin\v2\hooks\useCountryNames.js", "JavaScript", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 35
"d:\horizon\admin\v2\hooks\useDateRange.js", "JavaScript", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 44
"d:\horizon\admin\v2\hooks\useDelete.js", "JavaScript", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"d:\horizon\admin\v2\hooks\useDocumentClick.js", "JavaScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14
"d:\horizon\admin\v2\hooks\useEscapeKey.js", "JavaScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 20
"d:\horizon\admin\v2\hooks\useFetch.js", "JavaScript", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 63
"d:\horizon\admin\v2\hooks\useForceSSL.js", "JavaScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
"d:\horizon\admin\v2\hooks\useForceUpdate.js", "JavaScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10
"d:\horizon\admin\v2\hooks\useLocale.js", "JavaScript", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 50
"d:\horizon\admin\v2\hooks\usePageQuery.js", "JavaScript", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 35
"d:\horizon\admin\v2\hooks\usePost.js", "JavaScript", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"d:\horizon\admin\v2\hooks\useRequireLogin.js", "JavaScript", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 39
"d:\horizon\admin\v2\hooks\useShareToken.js", "JavaScript", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 28
"d:\horizon\admin\v2\hooks\useTheme.js", "JavaScript", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 28
"d:\horizon\admin\v2\hooks\useTimezone.js", "JavaScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19
"d:\horizon\admin\v2\hooks\useVersion.js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 24
"d:\horizon\admin\v2\jsconfig.json", "JSON", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"d:\horizon\admin\v2\lang-ignore.json", "JSON", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23
"d:\horizon\admin\v2\lang\ar-SA.json", "JSON", 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 101
"d:\horizon\admin\v2\lang\ca-ES.json", "JSON", 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 101
"d:\horizon\admin\v2\lang\cs-CZ.json", "JSON", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100
"d:\horizon\admin\v2\lang\da-DK.json", "JSON", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100
"d:\horizon\admin\v2\lang\de-DE.json", "JSON", 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 101
"d:\horizon\admin\v2\lang\el-GR.json", "JSON", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100
"d:\horizon\admin\v2\lang\en-GB.json", "JSON", 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 104
"d:\horizon\admin\v2\lang\en-US.json", "JSON", 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 107
"d:\horizon\admin\v2\lang\es-MX.json", "JSON", 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 101
"d:\horizon\admin\v2\lang\fa-IR.json", "JSON", 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 101
"d:\horizon\admin\v2\lang\fi-FI.json", "JSON", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100
"d:\horizon\admin\v2\lang\fo-FO.json", "JSON", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100
"d:\horizon\admin\v2\lang\fr-FR.json", "JSON", 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 101
"d:\horizon\admin\v2\lang\he-IL.json", "JSON", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100
"d:\horizon\admin\v2\lang\hi-IN.json", "JSON", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100
"d:\horizon\admin\v2\lang\hu-HU.json", "JSON", 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 101
"d:\horizon\admin\v2\lang\id-ID.json", "JSON", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100
"d:\horizon\admin\v2\lang\it-IT.json", "JSON", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100
"d:\horizon\admin\v2\lang\ja-JP.json", "JSON", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100
"d:\horizon\admin\v2\lang\ko-KR.json", "JSON", 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 101
"d:\horizon\admin\v2\lang\mn-MN.json", "JSON", 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 101
"d:\horizon\admin\v2\lang\ms-MY.json", "JSON", 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 101
"d:\horizon\admin\v2\lang\nb-NO.json", "JSON", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100
"d:\horizon\admin\v2\lang\nl-NL.json", "JSON", 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 101
"d:\horizon\admin\v2\lang\pl-PL.json", "JSON", 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 101
"d:\horizon\admin\v2\lang\pt-BR.json", "JSON", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100
"d:\horizon\admin\v2\lang\pt-PT.json", "JSON", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100
"d:\horizon\admin\v2\lang\ro-RO.json", "JSON", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100
"d:\horizon\admin\v2\lang\ru-RU.json", "JSON", 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 104
"d:\horizon\admin\v2\lang\sk-SK.json", "JSON", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100
"d:\horizon\admin\v2\lang\sl-SI.json", "JSON", 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 101
"d:\horizon\admin\v2\lang\sv-SE.json", "JSON", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100
"d:\horizon\admin\v2\lang\ta-IN.json", "JSON", 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 101
"d:\horizon\admin\v2\lang\tr-TR.json", "JSON", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100
"d:\horizon\admin\v2\lang\uk-UA.json", "JSON", 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 101
"d:\horizon\admin\v2\lang\zh-CN.json", "JSON", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100
"d:\horizon\admin\v2\lang\zh-TW.json", "JSON", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 100
"d:\horizon\admin\v2\lib\array.js", "JavaScript", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"d:\horizon\admin\v2\lib\auth.js", "JavaScript", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 51
"d:\horizon\admin\v2\lib\constants.js", "JavaScript", 0, 383, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 399
"d:\horizon\admin\v2\lib\crypto.js", "JavaScript", 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 75
"d:\horizon\admin\v2\lib\date.js", "JavaScript", 0, 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 170
"d:\horizon\admin\v2\lib\db.js", "JavaScript", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 34
"d:\horizon\admin\v2\lib\filters.js", "JavaScript", 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 133
"d:\horizon\admin\v2\lib\format.js", "JavaScript", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 81
"d:\horizon\admin\v2\lib\lang.js", "JavaScript", 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 4, 121
"d:\horizon\admin\v2\lib\middleware.js", "JavaScript", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 48
"d:\horizon\admin\v2\lib\queries.js", "JavaScript", 0, 451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 62, 527
"d:\horizon\admin\v2\lib\request.js", "JavaScript", 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16, 85
"d:\horizon\admin\v2\lib\response.js", "JavaScript", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 34
"d:\horizon\admin\v2\lib\session.js", "JavaScript", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 59
"d:\horizon\admin\v2\lib\url.js", "JavaScript", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 35
"d:\horizon\admin\v2\lib\web.js", "JavaScript", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 70
"d:\horizon\admin\v2\next.config.js", "JavaScript", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 36
"d:\horizon\admin\v2\package-lock.json", "JSON", 12170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12171
"d:\horizon\admin\v2\package.json", "JSON", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 146
"d:\horizon\admin\v2\pages\404.js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20
"d:\horizon\admin\v2\pages\_app.js", "JavaScript", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 51
"d:\horizon\admin\v2\pages\analysis\dashboard\[[...id]].js", "JavaScript", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 46
"d:\horizon\admin\v2\pages\analysis\index.js", "JavaScript", 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 73
"d:\horizon\admin\v2\pages\analysis\realtime.js", "JavaScript", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 37
"d:\horizon\admin\v2\pages\analysis\settings\accounts.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"d:\horizon\admin\v2\pages\analysis\settings\index.js", "JavaScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19
"d:\horizon\admin\v2\pages\analysis\settings\profile.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"d:\horizon\admin\v2\pages\analysis\share\[...id].js", "JavaScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 25
"d:\horizon\admin\v2\pages\analysis\website\[...id].js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 24
"d:\horizon\admin\v2\pages\api\account\[id].js", "JavaScript", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 30
"d:\horizon\admin\v2\pages\api\account\index.js", "JavaScript", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17, 62
"d:\horizon\admin\v2\pages\api\account\password.js", "JavaScript", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 33
"d:\horizon\admin\v2\pages\api\accounts.js", "JavaScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 22
"d:\horizon\admin\v2\pages\api\auth\login.js", "JavaScript", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 33
"d:\horizon\admin\v2\pages\api\auth\logout.js", "JavaScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"d:\horizon\admin\v2\pages\api\auth\verify.js", "JavaScript", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13
"d:\horizon\admin\v2\pages\api\collect.js", "JavaScript", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15, 61
"d:\horizon\admin\v2\pages\api\realtime\init.js", "JavaScript", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27
"d:\horizon\admin\v2\pages\api\realtime\update.js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 28
"d:\horizon\admin\v2\pages\api\share\[id].js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 23
"d:\horizon\admin\v2\pages\api\website\[id]\active.js", "JavaScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 22
"d:\horizon\admin\v2\pages\api\website\[id]\events.js", "JavaScript", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 34
"d:\horizon\admin\v2\pages\api\website\[id]\index.js", "JavaScript", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 32
"d:\horizon\admin\v2\pages\api\website\[id]\metrics.js", "JavaScript", 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 75
"d:\horizon\admin\v2\pages\api\website\[id]\pageviews.js", "JavaScript", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 34
"d:\horizon\admin\v2\pages\api\website\[id]\reset.js", "JavaScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 21
"d:\horizon\admin\v2\pages\api\website\[id]\stats.js", "JavaScript", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 37
"d:\horizon\admin\v2\pages\api\website\index.js", "JavaScript", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 44
"d:\horizon\admin\v2\pages\api\websites.js", "JavaScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 24
"d:\horizon\admin\v2\pages\chat\[username].js", "JavaScript", 0, 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 16, 157
"d:\horizon\admin\v2\pages\chat\index.js", "JavaScript", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15, 96
"d:\horizon\admin\v2\pages\content\index.js", "JavaScript", 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 70
"d:\horizon\admin\v2\pages\content\landing\LoginForm.module.css", "CSS", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 24
"d:\horizon\admin\v2\pages\content\landing\hero_section.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"d:\horizon\admin\v2\pages\content\landing\index.js", "JavaScript", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 49
"d:\horizon\admin\v2\pages\content\landing\ld1_section.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
